license_issue_date,license_number,animal_name,species,primary_breed,secondary_breed,zip_code
December 18 2015,S107948,Zen,Cat,Domestic Longhair,Mix,98117
June 14 2016,S116503,Misty,Cat,Siberian,NA,98117
August 04 2016,S119301,Lyra,Cat,Mix,NA,98121
February 13 2019,962273,Veronica,Cat,Domestic Longhair,NA,98107
August 10 2019,S133113,Spider,Cat,LaPerm,NA,98115
November 21 2019,8002549,Maxx,Cat,American Shorthair,NA,98125
July 03 2020,S112835,Diamond,Cat,Domestic Shorthair,Mix,98103
July 21 2020,S131986,Nacho,Cat,Domestic Shorthair,Mix,98126
November 03 2020,S112996,Pixel,Cat,Domestic Medium Hair,Mix,98112
November 17 2020,S146576,C.C.,Cat,Domestic Shorthair,Mix,98117
November 20 2020,77412,Gemma,Cat,Siamese,American Shorthair,98126
November 24 2020,896993,Oliver,Cat,Domestic Longhair,Mix,98199
December 15 2020,832271,Silky Frances,Cat,Domestic Shorthair,NA,98115
December 23 2020,833148,Lucy,Cat,Domestic Shorthair,NA,98116
February 03 2021,8004418,Emme,Cat,Domestic Shorthair,Mix,98136
February 16 2021,833680,Coal,Cat,Domestic Shorthair,NA,98115
April 07 2021,19048,Rudy,Cat,Domestic Shorthair,NA,98103
April 09 2021,8004956,Custo,Cat,Domestic Shorthair,Mix,98117
April 10 2021,S145248,Honey,Cat,Domestic Medium Hair,Mix,98144
April 26 2021,S123490,Boots,Cat,Domestic Shorthair,Mix,98125
April 28 2021,8008321,Cece,Cat,American Shorthair,Mix,98125
May 07 2021,273780,Taffy,Cat,Siamese,Mix,98125
May 28 2021,S150479,Seamus,Cat,Domestic Shorthair,Mix,98104
June 17 2021,S112839,Guinness,Cat,Domestic Shorthair,Mix,98133
June 21 2021,S121230,Ebi,Cat,Domestic Medium Hair,NA,98119
June 21 2021,S121231,Toro,Cat,Domestic Shorthair,NA,98119
July 19 2021,8029709,Pippin,Cat,Persian,Mix,98105
July 23 2021,133986,Milo,Cat,LaPerm,NA,98133
July 23 2021,8030061,Luna Lovegood,Cat,Domestic Longhair,Mix,98117
August 03 2021,S150617,Eugene,Cat,Domestic Shorthair,Mix,98125
August 12 2021,8031685,Casper,Cat,Domestic Shorthair,NA,98126
August 19 2021,8010082,Mouse,Cat,Domestic Shorthair,NA,98199
September 10 2021,8032534,Oatey or odin,Cat,Maine Coon,NA,98199
September 21 2021,8031624,Koa,Cat,Burmese,NA,98125
September 25 2021,140426,Theodore,Cat,Domestic Shorthair,NA,98144
October 21 2021,8001165,Brie,Cat,American Shorthair,Mix,98105
October 21 2021,85529,Cody,Cat,American Shorthair,NA,98105
October 21 2021,732760,Gatsby,Cat,American Shorthair,NA,98105
October 25 2021,8033726,Binu,Cat,Domestic Shorthair,Mix,98119
October 28 2021,S153294,Mudflap,Cat,Domestic Longhair,Mix,98115
October 29 2021,825012,Ricky,Cat,Norwegian Forest,NA,98136
October 31 2021,S100358,Roushe,Cat,Domestic Shorthair,NA,98144
November 10 2021,S150979,Tom,Cat,Domestic Shorthair,Mix,98117
November 11 2021,560462,Jóna,Cat,Domestic Shorthair,NA,98136
November 15 2021,133600,Precious,Cat,Persian,NA,98121
November 26 2021,8028480,Louie,Cat,Domestic Shorthair,Mix,98125
November 26 2021,8028478,Lyra,Cat,Domestic Shorthair,Siamese,98125
December 06 2021,8028320,Zora,Cat,Ragdoll,NA,98109
December 18 2021,434832,Yuki,Cat,Domestic Shorthair,NA,98125
January 12 2022,S154393,Edgar,Cat,Domestic Medium Hair,Mix,98125
February 03 2022,8036100,Buddy Guy,Cat,Domestic Medium Hair,NA,98136
February 10 2022,S149283,Edgar,Cat,Domestic Shorthair,Mix,98126
February 10 2022,S149284,Emily,Cat,Domestic Shorthair,Mix,98126
March 06 2022,S107510,Turnip Smith,Cat,Maine Coon,Domestic Medium Hair,98199
March 11 2022,895990,Mink,Cat,Domestic Longhair,NA,98112
March 19 2022,8036112,Taro,Cat,Domestic Shorthair,Mix,98115
March 31 2022,s109687,Wilbur,Cat,Domestic Longhair,NA,98125
April 10 2022,8020559,Misa,Cat,Domestic Medium Hair,Mix,98103
April 17 2022,8037848,Bala,Cat,Mix,Mix,98121
April 29 2022,8015128,Sherlock,Cat,Domestic Medium Hair,Mix,98117
April 29 2022,8015127,Lily,Cat,Siamese,Domestic Medium Hair,98117
April 29 2022,133139,Luna,Cat,Domestic Medium Hair,NA,98126
April 29 2022,8028989,Oslo,Cat,American Shorthair,Mix,98115
April 29 2022,S111831,Symmetry,Cat,Domestic Shorthair,NA,98118
May 12 2022,S153180,Cali,Cat,Domestic Shorthair,Mix,98155
June 03 2022,S145701,Neville,Cat,Domestic Shorthair,NA,98125
June 03 2022,8030177,Bunny,Cat,Domestic Shorthair,Domestic Medium Hair,98105
June 08 2022,S125303,Abbey,Cat,Domestic Shorthair,Domestic Shorthair,98103
June 08 2022,S125304,Mandy,Cat,Domestic Shorthair,Domestic Shorthair,98103
June 08 2022,8022578,Robin,Cat,Domestic Medium Hair,Mix,98115
June 08 2022,8022577,Bella,Cat,Domestic Medium Hair,Mix,98115
June 16 2022,586777,Matches,Cat,Siamese,Domestic Shorthair,98102
June 16 2022,586778,Sooty,Cat,Domestic Medium Hair,NA,98102
June 16 2022,586775,Cinders,Cat,Domestic Medium Hair,NA,98102
June 19 2022,S114326,Typhoon,Cat,Mix,Mix,98101
June 21 2022,8039042,Cleo,Cat,Maine Coon,Maine Coon,98104
June 21 2022,8001273,Tigger,Cat,Maine Coon,NA,98104
June 23 2022,578368,Lucky,Cat,Oriental Shorthair,Mix,98106
July 01 2022,S158835,Noah,Cat,Domestic Shorthair,Mix,98105
July 01 2022,8039261,Emma,Cat,British Shorthair,NA,98104
July 01 2022,8039263,Pumpkin,Cat,Domestic Shorthair,American Shorthair,98105
July 01 2022,8039264,Puddin,Cat,Domestic Shorthair,American Shorthair,98105
July 01 2022,8039266,Malik,Cat,Domestic Longhair,Mix,98133
July 01 2022,8039267,Momo,Cat,Domestic Longhair,Mix,98133
July 01 2022,8039268,Wally,Cat,American Shorthair,Mix,98133
July 02 2022,8039269,Hurrb,Cat,Siamese,Mix,98102
July 02 2022,S158969,Turnip,Cat,Domestic Shorthair,Mix,98103
July 02 2022,S158970,Star,Cat,Domestic Shorthair,Mix,98144
July 02 2022,S158971,Cocoa,Cat,Domestic Medium Hair,Mix,98112
July 04 2022,8039298,Oaklee Charlie,Cat,Domestic Medium Hair,Mix,98101
July 05 2022,8039311,Mystery,Cat,American Shorthair,Mix,98121
July 05 2022,S159130,Cherry Pop,Cat,Persian,Persian,98107
July 05 2022,S159127,Heiress,Cat,Persian,Persian,98107
July 05 2022,S159128,Whiskey,Cat,Persian,Persian,98107
July 05 2022,S159129,Louie,Cat,Persian,Persian,98107
July 06 2022,8039331,Margot,Cat,American Shorthair,Mix,98106
July 06 2022,S159370,Chiquillo,Cat,Domestic Shorthair,Mix,98103
July 06 2022,8039358,Vanilla Bean,Cat,American Shorthair,Domestic Shorthair,98144
July 06 2022,8039363,Kuro,Cat,Domestic Medium Hair,Mix,98125
July 07 2022,8020205,Ursula,Cat,Domestic Longhair,Mix,98136
July 07 2022,S147428,Jean Gray,Cat,Domestic Shorthair,NA,98136
July 07 2022,8020161,Athena,Cat,Mix,Mix,98121
July 07 2022,443635,Georgie,Cat,Domestic Shorthair,NA,98115
July 07 2022,443640,Eddy,Cat,Domestic Shorthair,NA,98115
July 07 2022,445213,Lionel,Cat,Domestic Shorthair,NA,98133
July 07 2022,8019862,Wynken,Cat,Domestic Shorthair,NA,98102
July 07 2022,429174,Tigre,Cat,Domestic Shorthair,NA,98115
July 07 2022,8020136,Hestia,Cat,Domestic Shorthair,Mix,98115
July 07 2022,S118232,Tommie,Cat,Domestic Shorthair,Mix,98133
July 07 2022,8039381,Iris,Cat,Domestic Shorthair,Mix,98103
July 07 2022,S131083,Ella,Cat,Domestic Shorthair,Mix,98116
July 07 2022,S131082,Zoot,Cat,Domestic Shorthair,Mix,98116
July 07 2022,8020292,Oscar Workman,Cat,Domestic Shorthair,Mix,98102
July 07 2022,8019780,Riddler,Cat,Mix,Mix,98118
July 07 2022,S112889,Lil Mau,Cat,Snowshoe,Mix,98115
July 07 2022,8020044,Katniss Catman Simba Hoose,Cat,Mix,Mix,98122
July 07 2022,8020045,Jinkxy Hoose,Cat,Mix,Mix,98122
July 07 2022,8019627,Aggie,Cat,American Shorthair,NA,98121
July 07 2022,8019626,Mason,Cat,American Shorthair,NA,98121
July 07 2022,8039392,Bergamot,Cat,American Shorthair,Mix,98136
July 07 2022,731357,Saehee,Cat,Domestic Longhair,NA,98112
July 08 2022,8019528,Montoya,Cat,Domestic Shorthair,Mix,98199
July 08 2022,433677,Lusso,Cat,Domestic Shorthair,NA,98106
July 08 2022,8020096,Louie,Cat,Mix,Mix,98115
July 08 2022,445434,Radar,Cat,Domestic Shorthair,NA,98105
July 08 2022,445435,O'Reilly,Cat,Domestic Medium Hair,NA,98105
July 08 2022,8020320,Spike,Cat,Domestic Shorthair,Manx,98136
July 08 2022,443549,Coco,Cat,LaPerm,NA,98107
July 08 2022,S145170,Molly,Cat,Domestic Shorthair,NA,98115
July 08 2022,8039401,Cosmo,Cat,Domestic Medium Hair,Mix,98104
July 08 2022,443588,Gordon,Cat,Domestic Shorthair,NA,98121
July 08 2022,434536,Nickels,Cat,Domestic Shorthair,NA,98108
July 08 2022,433996,CC,Cat,Burmese,NA,98144
July 08 2022,434537,Maki,Cat,Domestic Shorthair,NA,98108
July 08 2022,8019767,Musubi,Cat,Domestic Shorthair,Mix,98102
July 08 2022,8039411,Charlie,Cat,American Shorthair,Mix,98115
July 08 2022,8019383,Ginger,Cat,Domestic Shorthair,Mix,98118
July 08 2022,8019384,Peaches,Cat,Domestic Shorthair,Mix,98118
July 08 2022,8039420,Hasenpfeffer,Cat,Domestic Shorthair,Mix,98125
July 08 2022,8039421,Evee,Cat,Domestic Shorthair,Mix,98118
July 08 2022,8039422,Ernie,Cat,Domestic Shorthair,Mix,98118
July 08 2022,8020874,Poet,Cat,Domestic Shorthair,Mix,98107
July 08 2022,433882,Hooch,Cat,Domestic Shorthair,NA,98177
July 08 2022,8039425,Sammy,Cat,Domestic Shorthair,Domestic Shorthair,98117
July 08 2022,8039426,Ginger,Cat,Domestic Shorthair,Domestic Shorthair,98117
July 08 2022,S145165,Princess/Three,Cat,Domestic Shorthair,NA,98103
July 08 2022,445375,Simon,Cat,Domestic Medium Hair,NA,98125
July 08 2022,S158250,Charm,Cat,Domestic Shorthair,Mix,98115
July 08 2022,S145812,Pepper,Cat,American Shorthair,NA,98144
July 08 2022,434571,Riley,Cat,Domestic Shorthair,NA,98109
July 09 2022,430837,Robby,Cat,Domestic Shorthair,NA,98118
July 09 2022,433917,Mackenzie,Cat,Domestic Shorthair,NA,98118
July 09 2022,S118238,Casey,Cat,Domestic Shorthair,NA,98107
July 09 2022,S145136,Callie,Cat,Domestic Shorthair,Mix,98102
July 09 2022,S154188,Magenta,Cat,Domestic Shorthair,Mix,98102
July 09 2022,S118759,Piper,Cat,Mix,NA,98117
July 09 2022,269803,Cezanne,Cat,Domestic Medium Hair,Mix,98133
July 09 2022,S118599,Bella,Cat,Pixie-Bob,NA,98116
July 09 2022,S154402,Rex,Cat,Domestic Longhair,Mix,98102
July 09 2022,S149043,Cupcake,Cat,Domestic Shorthair,NA,98178
July 09 2022,S145104,Juliet,Cat,Domestic Shorthair,NA,98178
July 09 2022,443577,Theo,Cat,Domestic Shorthair,NA,98103
July 09 2022,8019409,Cassiopeia,Cat,Domestic Shorthair,Mix,98103
July 09 2022,S146609,Andy,Cat,Domestic Shorthair,Domestic Shorthair,98199
July 10 2022,8039465,Ghost,Cat,Siamese,Mix,98102
July 10 2022,S147223,Guinness,Cat,Domestic Shorthair,NA,98102
July 10 2022,8039466,Kahili,Cat,Siamese,Mix,98122
July 10 2022,443598,YoYo Mao,Cat,Domestic Shorthair,NA,98116
July 10 2022,443597,Whatley,Cat,Domestic Shorthair,NA,98116
July 10 2022,8020075,Sazerac,Cat,Domestic Shorthair,Siamese,98107
July 10 2022,S154284,Mileva,Cat,Domestic Shorthair,Mix,98115
July 10 2022,8039469,Chelo,Cat,Ragdoll,NA,98118
July 10 2022,8039470,Callie,Cat,Ragdoll,NA,98118
July 10 2022,8039479,Truffles,Cat,Domestic Shorthair,NA,98102
July 10 2022,S159378,Ted,Cat,Domestic Shorthair,Mix,98119
July 10 2022,S159379,Julio,Cat,Domestic Shorthair,Mix,98119
July 10 2022,S159381,Merida,Cat,Domestic Shorthair,Mix,98122
July 10 2022,S159382,Tiger,Cat,Domestic Medium Hair,Mix,98117
July 10 2022,8019463,Maisy,Cat,Domestic Shorthair,Domestic Shorthair,98133
July 10 2022,8019464,Nermal,Cat,Domestic Shorthair,Domestic Shorthair,98133
July 10 2022,S154289,Barnaby,Cat,Domestic Shorthair,Mix,98122
July 11 2022,8019998,Charlie,Cat,Domestic Shorthair,Mix,98122
July 11 2022,443701,Taj,Cat,LaPerm,NA,98116
July 11 2022,443703,Mitsy,Cat,LaPerm,NA,98116
July 11 2022,8039504,Jolene,Cat,American Shorthair,Mix,98107
July 11 2022,S146282,Simon,Cat,Siamese,Mix,98146
July 11 2022,443794,Omar,Cat,Domestic Shorthair,NA,98112
July 11 2022,443793,Michael,Cat,Domestic Shorthair,NA,98112
July 11 2022,S155843,Nina,Cat,Siamese,Mix,98178
July 11 2022,S147157,Kot Begemot,Cat,Domestic Shorthair,NA,98125
July 11 2022,443881,Gus,Cat,Domestic Shorthair,NA,98117
July 11 2022,426287,Sunny,Cat,Domestic Shorthair,NA,98125
July 11 2022,434530,Snickers,Cat,Domestic Shorthair,NA,98106
July 11 2022,8019952,Raphael,Cat,Domestic Shorthair,Mix,98122
July 11 2022,S118323,Dani,Cat,Siamese,Mix,98136
July 11 2022,8019833,Mittens,Cat,Mix,Mix,98101
July 11 2022,S117450,Evie,Cat,Siamese,Mix,98109
July 12 2022,8039537,Zipper,Cat,Mix,NA,98108
July 12 2022,8039538,Rosie,Cat,Mix,NA,98108
July 12 2022,8039541,Barbara,Cat,American Shorthair,Mix,98117
July 12 2022,S117071,Kurocho,Cat,Domestic Medium Hair,Mix,98136
July 12 2022,8019587,Sophie,Cat,Domestic Shorthair,Mix,98118
July 12 2022,S144195,Freeway Francine,Cat,Domestic Longhair,Mix,98109
July 12 2022,S117551,Skipper,Cat,Domestic Shorthair,NA,98133
July 12 2022,206077,Marshall,Cat,Domestic Shorthair,NA,98125
July 12 2022,8039558,Sasha,Cat,Domestic Longhair,NA,98107
July 12 2022,8039559,Sherlock,Cat,Domestic Shorthair,NA,98107
July 12 2022,8039560,Sebastian,Cat,Domestic Shorthair,NA,98107
July 12 2022,8039567,Rennala,Cat,Domestic Shorthair,Mix,98115
July 12 2022,8019607,Nika,Cat,Domestic Shorthair,NA,98115
July 12 2022,8019609,"Sgrifennu ""S-cra-ven-ey""",Cat,Domestic Medium Hair,NA,98115
July 12 2022,430022,Surya,Cat,Domestic Shorthair,NA,98103
July 13 2022,8039589,Chewie,Cat,Ragdoll,NA,98109
July 13 2022,8039590,Nala,Cat,Ragdoll,NA,98109
July 13 2022,433910,Seymour,Cat,Domestic Medium Hair,Mix,98119
July 13 2022,433909,Silvia,Cat,Domestic Medium Hair,Mix,98119
July 13 2022,S159399,Lea,Cat,Domestic Shorthair,Mix,98133
July 13 2022,S159400,Butterfly,Cat,Domestic Shorthair,Mix,98133
July 13 2022,8039596,Jaeger,Cat,American Shorthair,Mix,89117
July 13 2022,S133746,Gibby,Cat,Siberian,NA,98126
July 13 2022,8039602,Ellie,Cat,Domestic Shorthair,Mix,98101
July 13 2022,434496,Twig,Cat,Domestic Shorthair,NA,98108
July 13 2022,8020158,Cleo,Cat,American Shorthair,Mix,98118
July 14 2022,8019486,Momo,Cat,Domestic Shorthair,Mix,98112
July 14 2022,S147299,Oscar,Cat,Abyssinian,NA,98115
July 14 2022,8019678,Hodge,Cat,Domestic Shorthair,Mix,98119
July 14 2022,8019679,Gabe,Cat,Domestic Shorthair,Mix,98119
July 14 2022,445249,Dunk,Cat,Domestic Medium Hair,NA,98119
July 14 2022,S154403,Lucinda,Cat,Domestic Shorthair,Mix,98109
July 14 2022,S154235,Melody Piano,Cat,Domestic Shorthair,Mix,98116
July 14 2022,8039615,Saltz,Cat,Domestic Shorthair,Mix,98104
July 14 2022,S145756,Liliquoi,Cat,Domestic Shorthair,NA,98106
July 14 2022,S139664,Salma,Cat,Domestic Shorthair,NA,98115
July 14 2022,S147082,Miri,Cat,Siamese,NA,98136
July 14 2022,S158683,London Fog,Cat,Domestic Shorthair,Mix,98199
July 14 2022,8019971,Dynamo,Cat,Domestic Medium Hair,Mix,98122
July 14 2022,8039627,Theo,Cat,Domestic Medium Hair,Mix,98102
July 14 2022,8039628,Hazen,Cat,Domestic Shorthair,Mix,98102
July 14 2022,8039636,Popcorn,Cat,Ragdoll,Domestic Longhair,98102
July 15 2022,433027,Otis,Cat,Domestic Shorthair,NA,98115
July 15 2022,433300,Sam,Cat,Domestic Shorthair,NA,98115
July 15 2022,8039650,Clementine,Cat,Domestic Shorthair,Mix,98101
July 15 2022,8039651,Nomi,Cat,Domestic Shorthair,Mix,98101
July 15 2022,8039654,Cream Beck,Cat,Domestic Medium Hair,Mix,98119
July 15 2022,S118350,Clyde,Cat,Domestic Shorthair,Mix,98107
July 15 2022,S158259,Lapis,Cat,Domestic Shorthair,Mix,98109
July 15 2022,8039658,Trucha,Cat,Siamese,Mix,98102
July 15 2022,8039659,Pelusa,Cat,Siamese,Mix,98102
July 16 2022,S158841,Polo,Cat,Domestic Shorthair,Mix,98121
July 16 2022,8039664,Boris,Cat,Siamese,Mix,98122
July 16 2022,433921,Churchill,Cat,Siamese,Domestic Longhair,98126
July 16 2022,445423,Lucy,Cat,Domestic Shorthair,NA,98136
July 16 2022,445422,Bruno,Cat,Domestic Shorthair,NA,98136
July 16 2022,S158261,Gazelle,Cat,Domestic Shorthair,Mix,98101
July 16 2022,433254,Sam,Cat,Domestic Shorthair,NA,98126
July 16 2022,8007003,La,Cat,Domestic Shorthair,NA,98118
July 16 2022,8010975,Charlie,Cat,Domestic Shorthair,Mix,98125
July 16 2022,8039679,Marigold,Cat,Siberian,Mix,98102
July 16 2022,8039680,Pistachio,Cat,Mix,Mix,98134
July 17 2022,S158843,Hula,Cat,Domestic Shorthair,Mix,98115
July 17 2022,8039686,Smoke,Cat,American Shorthair,Mix,98103
July 17 2022,8039687,Storm,Cat,American Shorthair,Mix,98103
July 17 2022,8039690,Binx,Cat,Domestic Shorthair,NA,98133
July 17 2022,443784,Ness,Cat,Domestic Shorthair,NA,98115
July 17 2022,433477,Ivy,Cat,Domestic Medium Hair,NA,98112
July 17 2022,8039700,Minny,Cat,Domestic Shorthair,Mix,98155
July 17 2022,8019931,Mr Muppet,Cat,Mix,Mix,98115
July 17 2022,8039705,Onyx,Cat,Domestic Medium Hair,NA,98133
July 18 2022,443556,Porter,Cat,Domestic Shorthair,NA,98136
July 18 2022,8039715,Cassie,Cat,Domestic Shorthair,Mix,98133
July 18 2022,8039717,Moggy,Cat,Domestic Shorthair,Mix,98107
July 18 2022,445287,Lily,Cat,Domestic Shorthair,NA,98144
July 18 2022,445289,Hobbes,Cat,Domestic Shorthair,NA,98144
July 18 2022,S147752,Elliotte,Cat,Persian,Bengal,98119
July 18 2022,S112884,Korra,Cat,Domestic Shorthair,Mix,98106
July 18 2022,8039729,Poppy,Cat,Russian Blue,Mix,98126
July 18 2022,8039734,Bash Cascia,Cat,Domestic Longhair,Mix,98122
July 19 2022,8039736,Nimbus,Cat,Siamese,Mix,98101
July 19 2022,8019860,Stella Sparkles,Cat,Domestic Medium Hair,Mix,98136
July 19 2022,8019861,Tiny Sprinkles,Cat,Domestic Shorthair,Mix,98136
July 19 2022,433965,Lucky,Cat,Russian Blue,NA,98119
July 19 2022,S147543,Lily,Cat,American Shorthair,NA,98106
July 19 2022,8020272,Frankie,Cat,Domestic Shorthair,Mix,98121
July 19 2022,8020271,Ella,Cat,Domestic Shorthair,Mix,98121
July 19 2022,434540,Simon,Cat,Domestic Shorthair,NA,98103
July 19 2022,433961,Socks,Cat,Domestic Shorthair,NA,98116
July 19 2022,434879,Jeannie,Cat,Domestic Longhair,NA,98112
July 19 2022,S142593,Moshood,Cat,Domestic Shorthair,Mix,98144
July 19 2022,S142596,Nisha,Cat,Domestic Shorthair,Mix,98144
July 19 2022,8039745,Athena,Cat,Russian Blue,Mix,98465
July 19 2022,8039746,Franklin,Cat,Mix,Mix,98465
July 19 2022,S144995,Rosie fka K3OZO,Cat,Siamese,Mix,98122
July 20 2022,S112891,Apollo,Cat,Domestic Medium Hair,Mix,98103
July 20 2022,S112890,Selene,Cat,Domestic Shorthair,Mix,98103
July 20 2022,S132497,Sammy,Cat,Domestic Shorthair,NA,98118
July 20 2022,443786,Diamond,Cat,Domestic Shorthair,NA,98115
July 20 2022,S159510,Miles Davis,Cat,Domestic Shorthair,Mix,98104
July 20 2022,S145663,Mac,Cat,Domestic Shorthair,NA,98102
July 20 2022,S133637,Elinor,Cat,Domestic Medium Hair,NA,98125
July 20 2022,S133638,Stella,Cat,Domestic Longhair,NA,98125
July 20 2022,8020064,Hope,Cat,Siberian,NA,98105
July 20 2022,8019600,Octavia,Cat,Domestic Shorthair,Mix,98108
July 20 2022,8019599,Fern,Cat,Domestic Shorthair,Mix,98108
July 20 2022,S110238,Riley,Cat,Domestic Shorthair,NA,98102
July 20 2022,S110237,Yoni,Cat,Domestic Shorthair,NA,98102
July 20 2022,8019659,Morpheus,Cat,Domestic Shorthair,Mix,98118
July 20 2022,8020194,Pai,Cat,Domestic Shorthair,Mix,98107
July 20 2022,S117800,Leroy,Cat,Snowshoe,Mix,98122
July 20 2022,S146246,Mary,Cat,Domestic Medium Hair,Mix,98116
July 20 2022,S144399,Skoshi,Cat,Domestic Medium Hair,Mix,98118
July 20 2022,434544,Georgie,Cat,Domestic Longhair,NA,98107
July 20 2022,443664,Shodo,Cat,Domestic Shorthair,NA,98119
July 20 2022,S134515,Velma,Cat,Domestic Shorthair,Mix,98103
July 20 2022,S118321,Gaudi,Cat,American Shorthair,NA,98115
July 20 2022,S122738,Finks,Cat,Domestic Shorthair,NA,98103
July 21 2022,S147133,Sassafras (Sassy),Cat,Mix,NA,98115
July 21 2022,8039779,Mimir,Cat,Maine Coon,Mix,98105
July 21 2022,S112866,Chip,Cat,Domestic Shorthair,Mix,98115
July 21 2022,8039784,Walter,Cat,Siamese,Mix,98144
July 21 2022,S128812,Tuxie,Cat,Domestic Shorthair,Mix,98102
July 21 2022,S158262,Henrietta,Cat,Domestic Longhair,Mix,98119
July 21 2022,S117839,Cora,Cat,American Shorthair,NA,98108
July 21 2022,8039798,Cosette,Cat,Domestic Shorthair,Mix,98105
July 21 2022,8039802,Zita,Cat,Domestic Shorthair,NA,98116
July 21 2022,445420,Tabatah,Cat,Domestic Shorthair,NA,98118
July 21 2022,445419,Maxwell,Cat,Domestic Shorthair,NA,98118
July 22 2022,S154273,Gatsby,Cat,Domestic Medium Hair,Mix,98103
July 22 2022,8039806,Kepler,Cat,Domestic Medium Hair,Mix,98105
July 22 2022,8039807,Artemis,Cat,Domestic Shorthair,Mix,98105
July 22 2022,8039808,Smudge Kimchi,Cat,Maine Coon,Mix,98104
July 22 2022,8039811,Hattie,Cat,Domestic Shorthair,Mix,98122
July 22 2022,8039818,Strawberry,Cat,Domestic Shorthair,NA,98104
July 22 2022,443622,Brewster,Cat,Siamese,NA,98115
July 22 2022,S158263,Tiggs,Cat,Domestic Longhair,Mix,98107
July 22 2022,8039835,Lola,Cat,American Shorthair,Mix,98118
July 22 2022,S154789,Bay,Cat,Domestic Shorthair,Mix,98112
July 22 2022,S146616,Silvio,Cat,Domestic Medium Hair,Mix,98122
July 23 2022,8039854,Banjo,Cat,Domestic Shorthair,Mix,98133
July 23 2022,S158265,Sally,Cat,Domestic Shorthair,Mix,98119
July 23 2022,S158268,Dash,Cat,Domestic Shorthair,Mix,98112
July 23 2022,434951,Chico,Cat,Domestic Shorthair,NA,98115
July 23 2022,S118340,Bella,Cat,Russian Blue,Mix,98115
July 24 2022,S145719,Madison,Cat,American Shorthair,NA,98125
July 24 2022,S145718,Coonzy,Cat,American Shorthair,NA,98125
July 24 2022,S118659,Phryne,Cat,Mix,NA,98107
July 24 2022,8020169,Eddie,Cat,Domestic Shorthair,Mix,98103
July 24 2022,8020170,Ernie,Cat,Domestic Shorthair,Mix,98103
July 24 2022,8039899,Mogul,Cat,Bengal,Mix,98103
July 24 2022,8039902,Berry,Cat,American Shorthair,Mix,98125
July 25 2022,8039908,Herbert H. von Cat,Cat,Domestic Shorthair,Mix,98116
July 25 2022,8039920,Sasky,Cat,Domestic Shorthair,Mix,98115
July 25 2022,8020214,Alto,Cat,Domestic Shorthair,Mix,98115
July 25 2022,8039930,Leo,Cat,Domestic Shorthair,Mix,98144
July 25 2022,8039932,The Void,Cat,Domestic Shorthair,Mix,98121
July 25 2022,8039933,Persy,Cat,Domestic Medium Hair,Mix,98121
July 25 2022,443860,Oscar,Cat,Domestic Shorthair,NA,98117
July 25 2022,4438/61,Caesar,Cat,American Curl,NA,98117
July 25 2022,S154303,Bunny,Cat,Domestic Shorthair,Mix,98117
July 26 2022,S154908,Merlin,Cat,Domestic Shorthair,Mix,98106
July 26 2022,8039959,Kalbi,Cat,Scottish Fold,NA,98144
July 27 2022,S145412,Fred,Cat,Domestic Longhair,NA,98133
July 27 2022,573842,Max,Cat,Domestic Shorthair,NA,98119
July 27 2022,573841,Angus,Cat,Domestic Shorthair,NA,98119
July 27 2022,S159528,Noir,Cat,Domestic Shorthair,Mix,98119
July 27 2022,8039998,Azula,Cat,Domestic Shorthair,Mix,98109
July 28 2022,S145425,Schatzi,Cat,Mix,NA,98119
July 28 2022,8016496,Cleo,Cat,Domestic Shorthair,Mix,98126
July 28 2022,S150336,Nala,Cat,Manx,Pixie-Bob,98117
July 28 2022,S143298,Kalypso,Cat,Domestic Shorthair,Mix,98112
July 28 2022,S112844,Ava,Cat,Domestic Medium Hair,Mix,98115
July 28 2022,S112843,Teeny Turner,Cat,Domestic Longhair,Mix,98115
July 28 2022,8019489,Nala,Cat,American Shorthair,Mix,98125
July 28 2022,8019746,Rorschach,Cat,Domestic Shorthair,Mix,98117
July 28 2022,8019745,Willa,Cat,Domestic Shorthair,Mix,98117
July 29 2022,S154810,Gumbo,Cat,Domestic Medium Hair,Mix,98125
July 29 2022,S117083,Fufu,Cat,Domestic Shorthair,Mix,98115
July 29 2022,8001235,Nina,Cat,Domestic Shorthair,Mix,98115
July 29 2022,S158983,Jezebel,Cat,Domestic Shorthair,Mix,98102
July 29 2022,8019973,Balloo,Cat,Domestic Shorthair,Domestic Shorthair,98105
July 29 2022,8019940,Luna,Cat,Domestic Shorthair,Mix,98102
July 29 2022,8040033,Ursula,Cat,Domestic Shorthair,Mix,98115
July 29 2022,337474,Lily,Cat,Domestic Medium Hair,NA,98106
July 29 2022,8020054,Marshellow,Cat,Persian,Mix,98144
July 30 2022,8040039,Washi,Cat,Domestic Shorthair,NA,98118
July 30 2022,S112712,Louise,Cat,Domestic Shorthair,Mix,98115
July 30 2022,S158992,Orangina,Cat,Domestic Shorthair,Mix,98109
July 30 2022,445334,Alice,Cat,Domestic Shorthair,NA,98109
July 30 2022,8040051,Diego,Cat,Domestic Shorthair,Mix,98102
July 30 2022,8040053,Toaster,Cat,Mix,Mix,98121
July 30 2022,S112816,Kiya,Cat,Domestic Longhair,Mix,98118
July 31 2022,8040061,Samammish,Cat,Domestic Medium Hair,Mix,98177
